run_id,scenario_id,experiment,category,model,mission_text,is_nominal_gt,decision_correct,is_tp,is_tn,is_fp,is_fn,constraint_valid,tail_match,mission_success,allows_partial_credit,partial_credit_score,model_said_nominal,reason,attempts,needed_retry,latency_s,approx_prompt_tokens,approx_output_tokens,errors
4,E1-NOM3,1,NOM,deepseek-r1,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,11.259,618,1,[]
4,E1-NOM3,1,NOM,o4-mini,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,2.574,618,1,[]
4,E1-SW1,1,SW,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,4.064,735,1,[]
4,E1-SW1,1,SW,gemini-2.5-flash-base,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,0.502,735,1,[]
4,E1-SW1,1,SW,qwen-235b-thinking,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,5.746,735,1,[]
4,E1-SW1,1,SW,qwen-235b-instruct,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,0.801,735,1,[]
4,E1-SW1,1,SW,deepseek-r1,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,12.296,735,1,[]
4,E1-SW1,1,SW,o4-mini,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,1.514,735,1,[]
4,E1-SW2,1,SW,gemini-2.5-flash-thinking,"Find objects and orbit each one once at 6 meter standoff, then return home.",True,False,False,False,True,False,,,False,False,,False,"The remaining plan incorrectly uses `object_id=all` instead of specific object IDs, and does not explicitly specify orbiting each object ""once"".",1,False,7.523,718,72,[]
4,E1-SW2,1,SW,gemini-2.5-flash-base,"Find objects and orbit each one once at 6 meter standoff, then return home.",True,False,False,False,True,False,,,False,False,,False,The 'all' keyword is not a valid object_id; a specific object_id must be provided for approach and map steps.,1,False,0.932,718,32,[]
4,E1-SW2,1,SW,qwen-235b-thinking,"Find objects and orbit each one once at 6 meter standoff, then return home.",True,False,False,False,True,False,,,False,False,,False,Plan incorrectly used non-integer 'object_id=all' and omitted required repeat:1 for map; corrected to use discovered object ID 1 with single orbit per mission.,1,False,21.688,718,78,[]
4,E1-SW2,1,SW,qwen-235b-instruct,"Find objects and orbit each one once at 6 meter standoff, then return home.",True,False,False,False,True,False,,,False,False,,False,The remaining plan used invalid 'object_id=all'; must specify individual object_id=1 to properly approach and map the single discovered object.,1,False,1.639,718,28,[]
4,E1-SW2,1,SW,deepseek-r1,"Find objects and orbit each one once at 6 meter standoff, then return home.",True,False,False,False,True,False,,,False,False,,False,"The remaining plan used invalid ""object_id=all"" instead of targeting specific discovered objects (id=1) as required by the skills.",1,False,25.528,718,55,[]
4,E1-SW2,1,SW,o4-mini,"Find objects and orbit each one once at 6 meter standoff, then return home.",True,False,False,False,True,False,,,False,False,,False,approach and map steps must specify a valid integer object_id and map requires repeat count.,1,False,4.392,718,28,[]
4,E2-MM1,2,MM,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,The current plan does not include mapping for all discovered objects.,1,False,7.316,687,91,[]
4,E2-MM1,2,MM,gemini-2.5-flash-base,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,The original plan did not include mapping for all discovered objects (object_id 3).,1,False,1.103,687,27,[]
4,E2-MM1,2,MM,qwen-235b-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,Object 3 is discovered but missing from mapping sequence; added required approach and map steps to fulfill mission requirement of mapping every found object.,1,False,89.949,687,82,[]
4,E2-MM1,2,MM,qwen-235b-instruct,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,Object 3 was discovered but not scheduled for mapping; adding approach and map steps for object_id=3 to ensure all objects are mapped as per mission requirement.,1,False,19.64,687,37,[]
4,E2-MM1,2,MM,deepseek-r1,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Mission requires mapping every discovered object, and object_id=3 was omitted from the original plan.",1,False,54.436,687,29,[]
4,E2-MM1,2,MM,o4-mini,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Object 3 was discovered but not scheduled for mapping, so added approach and map steps for it.",1,False,4.521,687,33,[]
4,E2-MM2,2,MM,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The original plan failed to map all four discovered objects, which is required by the user's mission.",1,False,7.88,688,117,[]
4,E2-MM2,2,MM,gemini-2.5-flash-base,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The original plan only included mapping object 1, but the mission requires mapping every discovered object.",1,False,2.209,688,159,[]
4,E2-MM2,2,MM,qwen-235b-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The remaining plan only maps object 1 but 4 objects were discovered during search, requiring additional approach and map steps for objects 2, 3, and 4 to complete the mission.",1,False,41.341,688,136,[]
4,E2-MM2,2,MM,qwen-235b-instruct,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The remaining plan only maps object_id=1 but ignores objects 2, 3, and 4; full mission requires mapping all discovered objects with one orbit each before returning home.",1,False,4.964,688,52,[]
4,E2-MM2,2,MM,deepseek-r1,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Mission requires mapping every discovered object with one orbit, but current tail only maps object 1 and omits objects 2-4.",1,False,133.08,688,29,[]
4,E2-MM2,2,MM,o4-mini,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,All four discovered objects must be mapped with one orbit each before returning home.,1,False,6.569,688,35,[]
4,E2-MM3,2,MM,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Object 2 was discovered but not mapped, which violates the mission requirement to map every discovered object.",1,False,4.289,687,52,[]
4,E2-MM3,2,MM,gemini-2.5-flash-base,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Object 2 has been discovered but not yet mapped, which violates the user's mission to map every discovered object.",1,False,0.882,687,32,[]
4,E2-MM3,2,MM,qwen-235b-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,Object 2 is discovered but not mapped; added required approach and map steps to satisfy mission requirement.,1,False,30.9,687,67,[]
4,E2-MM3,2,MM,qwen-235b-instruct,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,Object 2 was discovered but not scheduled for approach and mapping; added the required approach-map sequence to ensure all objects are mapped.,1,False,3.108,687,32,[]
4,E2-MM3,2,MM,deepseek-r1,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,Object 2 was discovered during search but lacks required mapping steps before returning home.,1,False,81.995,687,63,[]
4,E2-MM3,2,MM,o4-mini,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,Object 2 was discovered but not yet approached or mapped.,1,False,4.783,687,21,[]
4,E2-LC1,2,LC,gemini-2.5-flash-thinking,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Object 1 has only been orbited once, but the mission requires each object to be orbited twice.",1,False,6.965,641,63,[]
4,E2-LC1,2,LC,gemini-2.5-flash-base,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Object 1 was only orbited once, but the mission requires orbiting each object twice.",2,True,1.704,641,25,"[""attempt 1: map at 0 (object_id=1) requires a preceding approach""]"
4,E2-LC1,2,LC,qwen-235b-thinking,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,Mission requires two orbits per object but only one orbit was completed for object 1; added approach and map (repeat:1) to achieve the second orbit while maintaining required step sequencing.,1,False,56.813,641,85,[]
4,E2-LC1,2,LC,qwen-235b-instruct,"Find objects and orbit each one twice, then return home.",False,False,False,False,False,True,False,False,False,False,,True,,1,False,1.291,641,1,[]
4,E2-LC1,2,LC,deepseek-r1,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The mission requires two orbits per object, but only one orbit was completed for object 1.",1,False,61.791,641,24,[]
4,E2-LC1,2,LC,o4-mini,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Only one orbit was completed for object 1 but two are required, so an additional approach and map are needed.",1,False,6.53,641,71,[]
4,E2-LC2,2,LC,gemini-2.5-flash-thinking,"Search for objects and do three orbit passes on each one you find, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Object 1 requires three orbit passes, but only one has completed, so the remaining map step must be repeated twice to fulfill the mission.",1,False,6.506,661,39,[]
4,E2-LC2,2,LC,gemini-2.5-flash-base,"Search for objects and do three orbit passes on each one you find, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The mission requires three orbit passes on each discovered object, but only one has been completed, so two more are needed for object 1.",1,False,0.818,661,59,[]
4,E2-LC2,2,LC,qwen-235b-thinking,"Search for objects and do three orbit passes on each one you find, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Only two orbits would be completed for object 1 (one historical, one scheduled) but three are required, so map step repeat increased to 2 to achieve the mandated three passes.",3,True,157.209,661,87,"[""attempt 1: 'NoneType' object has no attribute 'strip'"", ""attempt 2: 'NoneType' object has no attribute 'strip'""]"
4,E2-LC2,2,LC,qwen-235b-instruct,"Search for objects and do three orbit passes on each one you find, then return home.",False,False,False,False,False,True,False,False,False,False,,True,,1,False,1.28,661,1,[]
4,E2-LC2,2,LC,deepseek-r1,"Search for objects and do three orbit passes on each one you find, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The mission requires three orbit passes per object, but only one orbit was completed for object_id=1 so far.",1,False,115.172,661,32,[]
4,E2-LC2,2,LC,o4-mini,"Search for objects and do three orbit passes on each one you find, then return home.",False,True,True,False,False,False,True,True,True,False,,False,Only one orbit remains scheduled but two more are needed to reach the required three orbits per object.,1,False,5.696,661,27,[]
4,E2-LC3,2,LC,gemini-2.5-flash-thinking,"Find objects and orbit each one twice at 6 meter standoff, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The remaining plan would return home prematurely, failing to complete the second orbit for object 1 and both orbits for object 2 as required by the mission.",1,False,7.488,660,112,[]
4,E2-LC3,2,LC,gemini-2.5-flash-base,"Find objects and orbit each one twice at 6 meter standoff, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The first object was mapped only once, not twice, and the second object was never approached or mapped.",3,True,3.65,660,35,"[""attempt 1: map at 0 (object_id=1) requires a preceding approach"", ""attempt 2: map at 0 (object_id=1) requires a preceding approach""]"
4,E2-LC3,2,LC,qwen-235b-thinking,"Find objects and orbit each one twice at 6 meter standoff, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Mission requires two orbits per object but only one orbit was completed for object_id=1 and none for object_id=2, requiring additional approach/map sequences for both objects with proper repeat counts.",2,True,107.642,660,97,"[""attempt 1: 'NoneType' object has no attribute 'strip'""]"
4,E2-LC3,2,LC,qwen-235b-instruct,"Find objects and orbit each one twice at 6 meter standoff, then return home.",False,True,True,False,False,False,True,False,False,False,,False,Object 2 has not been approached or orbited; it must be processed with approach followed by two orbits before returning home.,1,False,2.208,660,31,[]
4,E2-LC3,2,LC,deepseek-r1,"Find objects and orbit each one twice at 6 meter standoff, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Mission requires two orbits per object but object 1 has only one completed orbit and object 2 has none, while the current plan returns home immediately.",1,False,126.364,660,112,[]
4,E2-LC3,2,LC,o4-mini,"Find objects and orbit each one twice at 6 meter standoff, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The plan only returned home after a single orbit of object 1 and omitted object 2, so we need a second orbit of object 1 and to approach and orbit object 2 twice before returning.",1,False,12.169,660,58,[]
4,E2-NOM1,2,NOM,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,4.274,673,1,[]
4,E2-NOM1,2,NOM,gemini-2.5-flash-base,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,0.432,673,1,[]
4,E2-NOM1,2,NOM,qwen-235b-thinking,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,18.156,673,1,[]
4,E2-NOM1,2,NOM,qwen-235b-instruct,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,1.281,673,1,[]
4,E2-NOM1,2,NOM,deepseek-r1,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,17.689,673,1,[]
4,E2-NOM1,2,NOM,o4-mini,"Search for objects and map every one you find with one orbit, then return home.",True,False,False,False,True,False,,,False,False,,False,The map step was missing the required top-level repeat field defining the number of orbits.,1,False,5.544,673,28,[]
4,E2-NOM2,2,NOM,gemini-2.5-flash-thinking,"Find objects and orbit each one twice, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,5.021,669,1,[]
4,E2-NOM2,2,NOM,gemini-2.5-flash-base,"Find objects and orbit each one twice, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,0.42,669,1,[]
4,E2-NOM2,2,NOM,qwen-235b-thinking,"Find objects and orbit each one twice, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,8.314,669,1,[]
4,E2-NOM2,2,NOM,qwen-235b-instruct,"Find objects and orbit each one twice, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,1.514,669,1,[]
4,E2-NOM2,2,NOM,deepseek-r1,"Find objects and orbit each one twice, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,16.413,669,1,[]
4,E2-NOM2,2,NOM,o4-mini,"Find objects and orbit each one twice, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,2.813,669,1,[]
4,E2-NOM4,2,NOM,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,3.716,699,1,[]
4,E2-NOM4,2,NOM,gemini-2.5-flash-base,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,0.398,699,1,[]
4,E2-NOM4,2,NOM,qwen-235b-thinking,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,5.562,699,1,[]
4,E2-NOM4,2,NOM,qwen-235b-instruct,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,1.118,699,1,[]
4,E2-NOM4,2,NOM,deepseek-r1,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,9.729,699,1,[]
4,E2-NOM4,2,NOM,o4-mini,"Search for objects and map every one you find with one orbit, then return home.",True,True,False,True,False,False,,,True,False,,True,,1,False,2.604,699,1,[]
4,E3-SO1,3,SO,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"The critically low battery requires an immediate return home to prevent UAV loss, overriding the completion of remaining mapping tasks.",1,False,7.789,765,32,[]
4,E3-SO1,3,SO,gemini-2.5-flash-base,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Battery is critically low, requiring an immediate return home to prevent loss of vehicle.",1,False,0.511,765,22,[]
4,E3-SO1,3,SO,qwen-235b-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,False,False,False,,False,"The mission requires mapping all discovered objects including the newly detected object 3, which was missing from the original remaining plan.",1,False,312.744,765,110,[]
4,E3-SO1,3,SO,qwen-235b-instruct,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,False,False,False,,False,"Object 3 was newly detected and must be mapped; the original plan omitted it due to being undiscovered at planning time, and battery is sufficient for inclusion.",1,False,13.8,765,91,[]
4,E3-SO1,3,SO,deepseek-r1,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Critically low battery necessitates immediate return to ensure safe landing, abandoning remaining mappings.",1,False,260.567,765,20,[]
4,E3-SO1,3,SO,o4-mini,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,False,False,False,,False,A new object (ID=3) was detected and must be mapped as per the mission requirements.,1,False,7.006,765,31,[]
4,E3-SO2,3,SO,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,False,False,False,False,True,False,False,False,False,,True,,1,False,7.386,746,1,[]
4,E3-SO2,3,SO,gemini-2.5-flash-base,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Battery critically low, requiring an immediate return home to prevent loss of vehicle.",1,False,0.7,746,21,[]
4,E3-SO2,3,SO,qwen-235b-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Critically low battery makes attempting object2's orbit unsafe, so skip mapping to ensure return home.",1,False,263.723,746,22,[]
4,E3-SO2,3,SO,qwen-235b-instruct,"Search for objects and map every one you find with one orbit, then return home.",False,False,False,False,False,True,False,False,False,False,,True,,1,False,1.569,746,1,[]
4,E3-SO2,3,SO,deepseek-r1,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Critically low battery (11%) necessitates immediate return to avoid crash, abandoning mapping of object 2.",3,True,358.765,746,22,"[""attempt 1: map at 0 (object_id=2) requires a preceding approach"", ""attempt 2: map at 0 (object_id=2) requires a preceding approach""]"
4,E3-SO2,3,SO,o4-mini,"Search for objects and map every one you find with one orbit, then return home.",False,False,False,False,False,True,False,False,False,False,,True,,1,False,3.033,746,1,[]
4,E3-SO3,3,SO,gemini-2.5-flash-thinking,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Battery is critically low, making it unsafe to continue the mission; urgent return home is necessary for vehicle safety.",1,False,6.095,737,29,[]
4,E3-SO3,3,SO,gemini-2.5-flash-base,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Battery and wind anomalies necessitate an immediate return home, cancelling further mapping to ensure mission safety.",2,True,1.533,737,22,"[""attempt 1: No JSON array found in replanner response""]"
4,E3-SO3,3,SO,qwen-235b-thinking,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,Critically low battery (14%) and high winds make completing object 2 operations unsafe and likely impossible; immediate return home is required to avoid UAV loss while fulfilling the mission's return requirement.,2,True,111.23,737,48,"[""attempt 1: No JSON array found in replanner response""]"
4,E3-SO3,3,SO,qwen-235b-instruct,"Find objects and orbit each one twice, then return home.",False,False,False,False,False,True,False,False,False,False,,True,,1,False,0.905,737,1,[]
4,E3-SO3,3,SO,deepseek-r1,"Find objects and orbit each one twice, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Critically low battery and high wind make orbiting object_id=2 unsafe and infeasible, requiring immediate abort to ensure safe return.",1,False,120.094,737,29,[]
4,E3-SO3,3,SO,o4-mini,"Find objects and orbit each one twice, then return home.",False,False,False,False,False,True,False,False,False,False,,True,,1,False,4.058,737,1,[]
4,E3-SO4,3,SO,gemini-2.5-flash-thinking,"Search for objects and map every one you find with one orbit, then return home.",False,True,True,False,False,False,True,True,True,False,,False,"Battery is critically low, requiring an immediate return home to prevent drone loss.",1,False,7.749,719,21,[]
