run_id,scenario_id,level,model,mission_text,validity_rate,tail_match,mission_success,attempts,needed_retry,latency_s,approx_prompt_tokens,approx_output_tokens,altitude_explicit,standoff_explicit,plan_length,reference_length,length_match,steps_correct_count,errors
5,P-L2-02,L2,deepseek-r1,"Scan for objects. If you find any, orbit the first one twice at 6 meters, then return.",True,True,True,2,True,153.54,459,70,False,True,5,5,True,5,"[""attempt 1: Must start with takeoff; Must end with return_home; Unknown state '' at step 0; Unknown state '' at step 1; Unknown state '' at step 2; Unknown state '' at step 3; Unknown state '' at step 4""]"
5,P-L2-02,L2,o4-mini,"Scan for objects. If you find any, orbit the first one twice at 6 meters, then return.",True,True,True,1,False,6.192,459,70,False,True,5,5,True,5,[]
5,P-L2-03,L2,gemini-2.5-flash-thinking,"Do a thorough search of the field. Map the first object you find with one orbit at 8 meters standoff, then return home.",True,True,True,1,False,2.446,467,70,False,True,5,5,True,5,[]
5,P-L2-03,L2,gemini-2.5-flash-base,"Do a thorough search of the field. Map the first object you find with one orbit at 8 meters standoff, then return home.",True,True,True,1,False,1.237,467,67,False,True,5,5,True,5,[]
5,P-L2-03,L2,qwen-235b-thinking,"Do a thorough search of the field. Map the first object you find with one orbit at 8 meters standoff, then return home.",True,True,True,1,False,20.218,467,70,False,True,5,5,True,5,[]
5,P-L2-03,L2,qwen-235b-instruct,"Do a thorough search of the field. Map the first object you find with one orbit at 8 meters standoff, then return home.",True,True,True,1,False,8.607,467,67,False,True,5,5,True,5,[]
5,P-L2-03,L2,deepseek-r1,"Do a thorough search of the field. Map the first object you find with one orbit at 8 meters standoff, then return home.",True,True,True,1,False,33.495,467,70,False,True,5,5,True,5,[]
5,P-L2-03,L2,o4-mini,"Do a thorough search of the field. Map the first object you find with one orbit at 8 meters standoff, then return home.",True,True,True,1,False,16.272,467,45,False,True,5,5,True,5,[]
5,P-L3-01,L3,gemini-2.5-flash-thinking,"Search for objects and map every one you find with a single orbit at 5 meter standoff, then return home.",True,True,True,1,False,2.598,463,70,False,True,5,5,True,5,[]
5,P-L3-01,L3,gemini-2.5-flash-base,"Search for objects and map every one you find with a single orbit at 5 meter standoff, then return home.",True,True,True,1,False,1.301,463,67,False,True,5,5,True,5,[]
5,P-L3-01,L3,qwen-235b-thinking,"Search for objects and map every one you find with a single orbit at 5 meter standoff, then return home.",True,True,True,1,False,55.805,463,70,False,True,5,5,True,5,[]
5,P-L3-01,L3,qwen-235b-instruct,"Search for objects and map every one you find with a single orbit at 5 meter standoff, then return home.",True,True,True,1,False,3.293,463,70,False,True,5,5,True,5,[]
5,P-L3-01,L3,deepseek-r1,"Search for objects and map every one you find with a single orbit at 5 meter standoff, then return home.",True,True,True,1,False,54.885,463,67,False,True,5,5,True,5,[]
5,P-L3-01,L3,o4-mini,"Search for objects and map every one you find with a single orbit at 5 meter standoff, then return home.",True,True,True,1,False,8.292,463,70,False,True,5,5,True,5,[]
5,P-L3-02,L3,gemini-2.5-flash-thinking,"Take off to 8 meters, do a lawnmower search, then orbit every object you find three times at 5 meters. Return home when done.",True,True,True,1,False,3.541,468,70,True,True,5,5,True,5,[]
5,P-L3-02,L3,gemini-2.5-flash-base,"Take off to 8 meters, do a lawnmower search, then orbit every object you find three times at 5 meters. Return home when done.",True,True,True,1,False,1.136,468,70,True,True,5,5,True,5,[]
5,P-L3-02,L3,qwen-235b-thinking,"Take off to 8 meters, do a lawnmower search, then orbit every object you find three times at 5 meters. Return home when done.",True,True,True,1,False,65.581,468,70,True,True,5,5,True,5,[]
5,P-L3-02,L3,qwen-235b-instruct,"Take off to 8 meters, do a lawnmower search, then orbit every object you find three times at 5 meters. Return home when done.",True,True,True,1,False,3.38,468,70,True,True,5,5,True,5,[]
5,P-L3-02,L3,deepseek-r1,"Take off to 8 meters, do a lawnmower search, then orbit every object you find three times at 5 meters. Return home when done.",True,True,True,1,False,53.74,468,70,True,True,5,5,True,5,[]
5,P-L3-02,L3,o4-mini,"Take off to 8 meters, do a lawnmower search, then orbit every object you find three times at 5 meters. Return home when done.",True,True,True,1,False,6.784,468,70,True,True,5,5,True,5,[]
5,P-L3-03,L3,gemini-2.5-flash-thinking,"Find any objects and map each one twice at 7 meter standoff, then come home.",True,True,True,1,False,3.167,456,43,False,True,5,5,True,5,[]
5,P-L3-03,L3,gemini-2.5-flash-base,"Find any objects and map each one twice at 7 meter standoff, then come home.",True,True,True,1,False,1.229,456,67,False,True,5,5,True,5,[]
5,P-L3-03,L3,qwen-235b-thinking,"Find any objects and map each one twice at 7 meter standoff, then come home.",True,True,True,1,False,48.849,456,70,False,True,5,5,True,5,[]
5,P-L3-03,L3,qwen-235b-instruct,"Find any objects and map each one twice at 7 meter standoff, then come home.",True,True,True,1,False,1.882,456,70,False,True,5,5,True,5,[]
5,P-L3-03,L3,deepseek-r1,"Find any objects and map each one twice at 7 meter standoff, then come home.",True,True,True,1,False,96.697,456,67,False,True,5,5,True,5,[]
5,P-L3-03,L3,o4-mini,"Find any objects and map each one twice at 7 meter standoff, then come home.",True,True,True,1,False,7.447,456,70,False,True,5,5,True,5,[]
5,P-L3-04,L3,gemini-2.5-flash-thinking,"Conduct a systematic grid survey of the area. For every object discovered, do three orbits at 6 meter standoff to collect a detailed map. Return to launch when complete.",True,True,True,1,False,2.838,475,70,False,True,5,5,True,5,[]
5,P-L3-04,L3,gemini-2.5-flash-base,"Conduct a systematic grid survey of the area. For every object discovered, do three orbits at 6 meter standoff to collect a detailed map. Return to launch when complete.",True,True,True,1,False,1.314,475,70,False,True,5,5,True,5,[]
5,P-L3-04,L3,qwen-235b-thinking,"Conduct a systematic grid survey of the area. For every object discovered, do three orbits at 6 meter standoff to collect a detailed map. Return to launch when complete.",True,True,True,1,False,40.543,475,70,False,True,5,5,True,5,[]
5,P-L3-04,L3,qwen-235b-instruct,"Conduct a systematic grid survey of the area. For every object discovered, do three orbits at 6 meter standoff to collect a detailed map. Return to launch when complete.",True,True,True,1,False,6.888,475,70,False,True,5,5,True,5,[]
5,P-L3-04,L3,deepseek-r1,"Conduct a systematic grid survey of the area. For every object discovered, do three orbits at 6 meter standoff to collect a detailed map. Return to launch when complete.",True,True,True,1,False,45.029,475,70,False,True,5,5,True,5,[]
5,P-L3-04,L3,o4-mini,"Conduct a systematic grid survey of the area. For every object discovered, do three orbits at 6 meter standoff to collect a detailed map. Return to launch when complete.",True,True,True,1,False,9.972,475,70,False,True,5,5,True,5,[]
